UAI;nom_etablissement;type;nature;type_contrat_brut;statut_contrat;adresse;code_postal;ville;code_dept;departement;region;telephone;email;site_web;siret;OPCO_probable;contact_decisionnaire;fonction_contact;profil_pedagogique_notes;etat
0771238C;Lycée polyvalent Saint-Aspais;Lycée;LYCEE POLYVALENT;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;36 rue Saint-Barthélemy CS 20179;77007;Melun;077;Seine-et-Marne;Ile-de-France;01 60 56 59 59;secretariat@institutionsaintaspais.fr;http://www.institutionsaintaspais.fr;35319145500016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0572923T;Collège La Miséricorde;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;11 rue des Recollets;57000;Metz;057;Moselle;Grand Est;03 87 75 45 76;ce.0572923@ac-nancy-metz.fr;https://www.saint-etienne-metz.fr/;78000241600045;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0932303Y;Lycée général privé de fille Merkaz Hatorah;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;67 boulevard du Midi;93340;Le Raincy;093;Seine-Saint-Denis;Ile-de-France;01 43 02 50 11;ce.0932303y@ac-creteil.fr;https://www.merkazhatorah.fr/college-lycee-filles;78564689400036;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0752911G;Collège privé Eugène Napoléon Saint-Pierre Fourier;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;13 rue de Prague;75012;Paris;075;Paris;Ile-de-France;01 43 43 55 03;ispflycee-college@eclpierrefourier.org;https://www.spfparis12.fr/inscription-college/;78452116300039;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754081D;Lycée privé Sainte-Ursule Louise de Bettignies;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;25 rue Daubigny;75017;Paris;075;Paris;Ile-de-France;01 42 27 75 81;ce.0754081d@ac-paris.fr;https://ste-ursule.com/;77569150400028;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0942354Y;Lycée général et technologique de l'ensemble Sainte-Marie;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;22 avenue de Verdun;94000;Créteil;094;Val-de-Marne;Ile-de-France;01 45 17 21 70;contact@ensemblesaintemarie.fr;http://www.ensemblesaintemarie.fr;78574059800053;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0931855L;Collège Merkaz Hatorah Garçons;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;92 chemin des bourdons;93220;Gagny;093;Seine-Saint-Denis;Ile-de-France;01 56 46 04 40;e.garcons@merkazhatorah.fr;https://www.merkazhatorah.fr/;78564689400010;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0541306B;Collège La Malgrange;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;76 avenue de la Malgrange BP 60;54140;Jarville-la-Malgrange;054;Meurthe-et-Moselle;Grand Est;03 83 51 47 54;contact@lamalgrange.net;https://www.lamalgrange.net/college/;78329265900027;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0910827E;Collège Jeanne d'Arc;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;31 rue Alfred Leblanc;91220;Brétigny-sur-Orge;091;Essonne;Ile-de-France;01 60 84 11 24;0910827E@ac-versailles.fr;http://www.jeannedarc-bretigny.fr;78516972300034;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0511177C;Collège Sainte-Jeanne d'Arc;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;9 place Frérot;51210;Montmirail;051;Marne;Grand Est;03 26 81 22 66;ce.0511177c@ac-reims.fr;http://www.groupescolairejeannedarc.org;78039884800017;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0880098D;Collège Sainte-Marie;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;17 avenue de Robache BP 289;88108;Saint-Dié-des-Vosges;088;Vosges;Grand Est;03 29 55 34 66;ce.0880098@ac-nancy-metz.fr;http://www.saintemarie-stdie.fr/;31835741500013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0920999L;Collège Sainte-Geneviève;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;6 rue Jean Pierre Timbaud;92400;Courbevoie;092;Hauts-de-Seine;Ile-de-France;01 43 33 31 54;0920999L@ac-versailles.fr;http://www.stgsp-courbevoie.fr/;78535512400013;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0572922S;Collège La Providence;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 avenue du Général Passaga;57600;Forbach;057;Moselle;Grand Est;03 87 85 45 23;ensemble.scolaire@es-antoinegapp.fr;http://www.es-antoinegapp.fr/la-providence-bouzonville/;77996251300031;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753996L;Collège privé Saint-Honoré d'Eylau;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;66 avenue Raymond Poincaré;75016;Paris;075;Paris;Ile-de-France;01 45 53 14 15;saint.ho@wanadoo.fr;http://saint.ho.free.fr;78466218100014;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0941709X;Collège privé du Sacré-Coeur;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 rue d'Estienne d'Orves;94480;Ablon-sur-Seine;094;Val-de-Marne;Ile-de-France;01 45 97 08 50;secretariat@sacrecoeurablon.fr;https://www.sacrecoeurablon.fr/le-college/;78565192800026;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0930961P;Lycée général privé l'Espérance;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;35 rue Anatole France BP 97;93622;Aulnay-sous-Bois;093;Seine-Saint-Denis;Ile-de-France;01 48 19 89 10;ce.0930961P@ac-creteil.fr;http://www.esperancegsp.org;33525992500030;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754479L;Lycée privé Ozar Hatorah;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;34 rue du Moulin Joly;75011;Paris;075;Paris;Ile-de-France;01 43 38 50 19;ozarhatorahp11@orange.fr;;77567877400198;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950789S;Collège Saint-Joseph;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;127 avenue du Maréchal Joffre;95100;Argenteuil;095;Val-d'Oise;Ile-de-France;01 39 82 65 68;0950789s@ac-versailles.fr;http://www.stjosephargenteuil.fr;40268098700029;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921932A;Lycée professionnel Passy Buzenval;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;50 avenue Otis Mygatt;92508;Rueil-Malmaison;092;Hauts-de-Seine;Ile-de-France;01 41 39 81 81;contact@passy-buzenval.com;http://www.passy-buzenval.com;32303763000031;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753898E;Lycée privé Eugène Napoléon - Saint-Pierre Fourier;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;13 rue de Prague;75012;Paris;075;Paris;Ile-de-France;01 43 43 55 03;secretariat@eclpierrefourier.org;http://www.spfparis12.fr;78452116300047;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0952208J;Lycée Saint-Joseph;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;127 avenue du Maréchal Joffre;95100;Argenteuil;095;Val-d'Oise;Ile-de-France;01 39 82 65 68;stjoseph.argenteuil.int@wanadoo.fr;http://www.stjosephargenteuil.fr/;40268098700029;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0781597M;Collège Saint-Jean - Hulst;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;26 rue Mal Delattre de Tassigny;78000;Versailles;078;Yvelines;Ile-de-France;01 39 54 11 26;0781597M@ac-versailles.fr;http://www.saint-jean-hulst.com;78515054100015;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0541622V;Ecole primaire privée Sainte Chrétienne;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;11 rue Mazelle;54260;Longuyon;054;Meurthe-et-Moselle;Grand Est;0382265126;ce.0541622V@ac-nancy-metz.fr;;78330066800028;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0541647X;Ecole primaire privée Notre-Dame de Bonsecours;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2bis rue Opalinska;54500;Vandoeuvre-lès-Nancy;054;Meurthe-et-Moselle;Grand Est;0383352569;ce.0541647X@ac-nancy-metz.fr;;78334226400018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0550751T;Ecole primaire privée Bradfer - Saint Jean-Baptiste;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;50 rue André Theuriet;55000;Bar-le-Duc;055;Meuse;Grand Est;0329792168;0550751T@aceslor.fr;;77561619600025;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0550778X;Ecole primaire privée Sainte Jeanne d'Arc;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;23 rue Poincaré;55200;Commercy;055;Meuse;Grand Est;0329910055;ce.0550778X@aceslor.fr;;78338794700022;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0570181M;Ecole primaire privée Notre-Dame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue de Metz;57245;Peltre;057;Moselle;Grand Est;0387743680;ce.0570181M@ac-nancy-metz.fr;;78001517800020;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0572370S;De La Salle;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue Saint Maximin;57000;Metz;057;Moselle;Grand Est;0387753502;ce.0572370S@ac-nancy-metz.fr;;78000232500014;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0572378A;Ecole primaire privée Saint Antoine;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;Chemin des Dames;57370;Phalsbourg;057;Moselle;Grand Est;0387243022;ce.0572378A@ac-nancy-metz.fr;;78001693700028;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0572382E;Ecole primaire privée Saint Joseph-La Providence;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;10 rue DE L ABBE HEYDEL BP 50038;57800;Freyming-Merlebach;057;Moselle;Grand Est;0387044387;ce.0572382E@ac-nancy-metz.fr;;77996473300041;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0573793N;L'ECOL'O'THEQUE;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;13 rue DES MAGES;57420;Orny;057;Moselle;Grand Est;0671662830;ce.0573793@ac-nancy-metz.fr;;81417045200035;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0573842S;La maison école;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;176 rue de l'église;57385;Laudrefang;057;Moselle;Grand Est;;;;93166167200010;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0672998V;Ecole maternelle privée Gan Chalom;Ecole;ECOLE MATERNELLE;CONTRAT ASSOCIATION PARTIE DES CLASSES;Sous contrat;1 A rue Hirschler;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388351182;info@ganchalom.fr;;50503153400017;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0673118A;Ecole primaire Privée AutoMômes;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;9 bis rue Mont Saint Odile;67116;Reichstett;067;Bas-Rhin;Grand Est;0628296641;dw@automomes.fr;;84028311300024;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0681273P;Ecole primaire privée Institut Don Bosco;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;1 rue Don Bosco;68440;Landser;068;Haut-Rhin;Grand Est;0389813103;ce.0681273P@ac-strasbourg.fr;;77892634500035;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0681341N;Ecole primaire privée Institution Sainte Marie;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;15 rue du Lutzelbach;68150;Ribeauvillé;068;Haut-Rhin;Grand Est;0389736029;ce.0681341N@ac-strasbourg.fr;;53329492200034;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0681919S;Ecole maternelle privée ABCM Zweisprachigkeit;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;20 rue des chevreuils;68460;Lutterbach;068;Haut-Rhin;Grand Est;0972133066;siege@abcmzwei.org;;38336502000072;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0681946W;Ecole primaire privé Waldala;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;1 rue Palissy;68310;Wittelsheim;068;Haut-Rhin;Grand Est;0389484090;directrice.ecole@ecole-steiner-mulhouse.fr;;40917849800021;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0682102R;Ecole Privée Sainte Odile;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;15 route des Vins;68240;Kaysersberg Vignoble;068;Haut-Rhin;Grand Est;0616081093;ecolesainteodile68@gmail.com;;91143633500028;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0750145A;E.E.PR LES FRANCS BOURGEOIS 21 rue Saint Antoine;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;21 rue Saint Antoine;75004;Paris  4e  Arrondissement;075;Paris;Ile-de-France;0144592090;ce.0750145A@ac-paris.fr;;32365825200016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0750242F;E.P.PR COURS MOLIERE 2 boulevard Soult;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;2 boulevard Soult;75012;Paris 12e  Arrondissement;075;Paris;Ile-de-France;0143434496;coursmoliere@wanadoo.fr;;64205323500023;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754933E;E.P.PR MONTESSORI PARIS-DROUOT 13 rue de la Grange Batelière;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;13 rue de la Grange Batelière;75009;Paris  9e  Arrondissement;075;Paris;Ile-de-France;0142471282;direction@ecolemontessoriparis.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754986M;E.P.PR IGOUD H AREDI 35 rue Miguel Hidalgo;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;35 rue Miguel Hidalgo;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0142009606;igoud@wanadoo.fr;;38138124300025;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755223V;E.M.PR DOUCES MATERNELLES 60 rue Notre Dame des Champs;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;60 rue Notre Dame des Champs;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0661949242;annelaure.roussel@doucesmaternelles.com;;81916276900072;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755460C;E.M.PR FIRST STEPS 7 bis rue Emile duclaux;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;7 bis rue Emile Duclaux;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0142190214;abbassidawn@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755540P;E.P.PR LA MAISON DES ENFANTS Route du Champ de Manoeuvre;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;Route du Champ de Manoeuvre;75012;Paris 12e  Arrondissement;075;Paris;Ile-de-France;0148086103;contact@lamaisondesenfants-cartoucherie.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755847Y;E.E.PR ICS Paris 23 rue de Cronstadt;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;23 rue de Cronstadt;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0156566070;administration@eibparis.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755852D;E.M.PR DOUCES MATERNELLES BASTILLE 21 rue du Petit Musc;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;21 rue du Petit Musc;75004;Paris  4e  Arrondissement;075;Paris;Ile-de-France;0148040568;contact@doucesmaternelles.com;;81916276900023;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755993G;E.M.PR LOUBAVITCH 17 rue de la Plaine;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;74 rue des Grands Champs;75020;Paris 20e  Arrondissement;075;Paris;Ile-de-France;0662621782;ratlan2005@yahoo.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756008Y;E.M.PR ETINCELLE MONTESSORI 4-6 rue Michel de Bourges;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;4-6 rue Michel de Bourges;75020;Paris 20e  Arrondissement;075;Paris;Ile-de-France;0614274017;etincellemontessori@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756126B;Ecole primaire privée Hattemer;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;43 rue Decamp;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0184792999;administration16@hattemer.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756139R;Ecole privée M Paris 15;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;5 rue André Lefebvre;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0184803530;paris15@ecolem.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756254R;E.E.PR Ecole Bilingue Chardin;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;7 rue Chardin;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0146510409;administration@ecole-chardin.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756255S;E.P.PR Eclosia school;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;93 rue Olivier de Serres;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;;stephanie.camine@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756541C;E.P.PR MONTESSORI ESCLAIBES 1 rue Jules Simon;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;1 rue Jules Simon;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0744204687;paris@montessoriesclaibes.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756617K;E.M.PR MONTESSORI 101 PARIS 23 rue Beaunier;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;23 rue Beaunier;75014;Paris 14e  Arrondissement;075;Paris;Ile-de-France;0609638929;paris14@montessori101.fr;;98536922200015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756633C;E.M.PR DOUCE MATERNELLE SAMARITAINE 7 rue Baillet;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;7 rue Baillet;75001;Paris  1er Arrondissement;075;Paris;Ile-de-France;0661949242;annelaure.roussel@doucesmaternelles.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756782P;E.M.PR Ecole Internationale Tsui Lin;Ecole;ECOLE MATERNELLE;HORS CONTRAT;Hors contrat;11 rue Pierre Villey;75007;Paris  7e  Arrondissement;075;Paris;Ile-de-France;0679486949;direction@ecole-tsuilin.org;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0753109X;Cours privé Saint-John Perse (Ecole secondaire privée);Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;14 rue Cavallotti;75018;Paris 18e  Arrondissement;075;Paris;Ile-de-France;0145430515;cours.saintjohnperse@free.fr;;32475623800014;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0753878H;Cours Paul Verlaine (Ecole secondaire privée);Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;37 rue des Martyrs;75009;Paris  9e  Arrondissement;075;Paris;Ile-de-France;0145261876;coursverlaine@noos.fr;;49877699600015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754114P;Ecole dentaire française (Ecole secondaire professionnelle privée);Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;18 rue Léon Frot;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0147977781;ecoledentairefrancaise@club-internet.fr;;80905828200058;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756191X;Collège privé Montessori;Collège;COLLEGE;HORS CONTRAT;Hors contrat;113 boulevard de Sébastopol;75002;Paris  2e  Arrondissement;075;Paris;Ile-de-France;0649178574;ecolemontessori3ruepapin@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756234U;Collège privé Ecole Juive Moderne;Collège;COLLEGE;HORS CONTRAT;Hors contrat;23 rue Guillaume Tell;75017;Paris 17e  Arrondissement;075;Paris;Ile-de-France;0145740884;josee@ejm.paris;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756310B;LT PR Adonis Education;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;5 rue du Clos de Malevart;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0184257757;75@groupe-adonis.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756511V;Lycée technologique privé Campus Strat@Innov Paris;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;24 rue de l'Amiral Hamelin;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0156337676;direction@campus-stratinnov.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0771190A;Lycée professionnel privé Lineane Coiffure et Esthétique;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;6 rue Jean Jaurès;77670;Saint-Mammès;077;Seine-et-Marne;Ile-de-France;0164231911;ce.0771190A@ac-creteil.fr;;48329288400028;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0772628N;Section d'Enseignement Professionnel ICEF Blanche de Castille;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;42 bis rue du Château;77300;Fontainebleau;077;Seine-et-Marne;Ile-de-France;0164223007;ce.0772628n@ac-creteil.fr;;78494236900025;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0772629P;Section d'Enseignement Professionnel Saint Aspais;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;36 rue Saint Barthélémy;77007;Melun;077;Seine-et-Marne;Ile-de-France;0160565959;ce.0772629P@ac-creteil.fr;;35319145500016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0772879L;College Trait d'Union;Collège;COLLEGE;HORS CONTRAT;Hors contrat;8 rue Roberte Boucher;77130;Montereau-Fault-Yonne;077;Seine-et-Marne;Ile-de-France;0177031140;ce.0772879L@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
